date,admin1,market,commodity,unit,price,currency,source
2021-06-01,Kenya,Kisumu,Rice,KG,139.26,KES,Sample Data
2021-06-01,Kenya,Nakuru,Rice,KG,134.6,KES,Sample Data
2021-06-01,Kenya,Eldoret,Rice,KG,135.63,KES,Sample Data
2021-06-01,Kenya,Nairobi,Wheat flour,KG,60.95,KES,Sample Data
2021-06-01,Kenya,Mombasa,Wheat flour,KG,60.04,KES,Sample Data
2021-06-01,Kenya,Kisumu,Wheat flour,KG,60.51,KES,Sample Data
2021-06-01,Kenya,Nakuru,Wheat flour,KG,59.26,KES,Sample Data
2021-06-01,Kenya,Eldoret,Wheat flour,KG,61.3,KES,Sample Data
2021-06-01,Kenya,Nairobi,Beans (dry),KG,118.08,KES,Sample Data
2021-06-01,Kenya,Mombasa,Beans (dry),KG,123.44,KES,Sample Data
2021-06-01,Kenya,Kisumu,Beans (dry),KG,127.19,KES,Sample Data
2021-06-01,Kenya,Nakuru,Beans (dry),KG,120.13,KES,Sample Data
2021-06-01,Kenya,Eldoret,Beans (dry),KG,125.78,KES,Sample Data
2021-06-01,Kenya,Nairobi,Sugar,KG,140.92,KES,Sample Data
2021-06-01,Kenya,Mombasa,Sugar,KG,148.88,KES,Sample Data
2021-06-01,Kenya,Kisumu,Sugar,KG,145.22,KES,Sample Data
2021-06-01,Kenya,Nakuru,Sugar,KG,150.2,KES,Sample Data
2021-06-01,Kenya,Eldoret,Sugar,KG,151.01,KES,Sample Data
2021-06-01,Kenya,Nairobi,Cooking oil (vegetable),L,301.79,KES,Sample Data
2021-06-01,Kenya,Mombasa,Cooking oil (vegetable),L,300.03,KES,Sample Data
2021-06-01,Kenya,Kisumu,Cooking oil (vegetable),L,327.33,KES,Sample Data
2021-06-01,Kenya,Nakuru,Cooking oil (vegetable),L,302.3,KES,Sample Data
2021-06-01,Kenya,Eldoret,Cooking oil (vegetable),L,327.14,KES,Sample Data
2021-06-01,Kenya,Nairobi,Milk (fresh),L,67.25,KES,Sample Data
2021-06-01,Kenya,Mombasa,Milk (fresh),L,64.95,KES,Sample Data
2021-06-01,Kenya,Kisumu,Milk (fresh),L,70.48,KES,Sample Data
2021-06-01,Kenya,Nakuru,Milk (fresh),L,70.09,KES,Sample Data
2021-06-01,Kenya,Eldoret,Milk (fresh),L,69.71,KES,Sample Data
2021-06-01,Kenya,Nairobi,Eggs,Piece,16.83,KES,Sample Data
2021-06-01,Kenya,Mombasa,Eggs,Piece,17.08,KES,Sample Data
2021-06-01,Kenya,Kisumu,Eggs,Piece,16.04,KES,Sample Data
2021-06-01,Kenya,Nakuru,Eggs,Piece,17.14,KES,Sample Data
2021-06-01,Kenya,Eldoret,Eggs,Piece,17.08,KES,Sample Data
2021-07-01,Kenya,Nairobi,Maize (white),KG,46.29,KES,Sample Data
2021-07-01,Kenya,Mombasa,Maize (white),KG,48.16,KES,Sample Data
2021-07-01,Kenya,Kisumu,Maize (white),KG,46.75,KES,Sample Data
2021-07-01,Kenya,Nakuru,Maize (white),KG,50.2,KES,Sample Data
2021-07-01,Kenya,Eldoret,Maize (white),KG,49.42,KES,Sample Data
2021-07-01,Kenya,Nairobi,Rice,KG,130.79,KES,Sample Data
2021-07-01,Kenya,Mombasa,Rice,KG,130.19,KES,Sample Data
2021-07-01,Kenya,Kisumu,Rice,KG,134.75,KES,Sample Data
2021-07-01,Kenya,Nakuru,Rice,KG,131.63,KES,Sample Data
2021-07-01,Kenya,Eldoret,Rice,KG,131.29,KES,Sample Data
2021-07-01,Kenya,Nairobi,Wheat flour,KG,60.14,KES,Sample Data
2021-07-01,Kenya,Mombasa,Wheat flour,KG,60.16,KES,Sample Data
2021-07-01,Kenya,Kisumu,Wheat flour,KG,56.28,KES,Sample Data
2021-07-01,Kenya,Nakuru,Wheat flour,KG,58.61,KES,Sample Data
2021-07-01,Kenya,Eldoret,Wheat flour,KG,61.03,KES,Sample Data
2021-07-01,Kenya,Nairobi,Beans (dry),KG,121.41,KES,Sample Data
2021-07-01,Kenya,Mombasa,Beans (dry),KG,117.2,KES,Sample Data
2021-07-01,Kenya,Kisumu,Beans (dry),KG,120.47,KES,Sample Data
2021-07-01,Kenya,Nakuru,Beans (dry),KG,121.78,KES,Sample Data
2021-07-01,Kenya,Eldoret,Beans (dry),KG,117.61,KES,Sample Data
2021-07-01,Kenya,Nairobi,Sugar,KG,134.23,KES,Sample Data
2021-07-01,Kenya,Mombasa,Sugar,KG,132.7,KES,Sample Data
2021-07-01,Kenya,Kisumu,Sugar,KG,138.05,KES,Sample Data
2021-07-01,Kenya,Nakuru,Sugar,KG,142.8,KES,Sample Data
2021-07-01,Kenya,Eldoret,Sugar,KG,139.22,KES,Sample Data
2021-07-01,Kenya,Nairobi,Cooking oil (vegetable),L,297.57,KES,Sample Data
2021-07-01,Kenya,Mombasa,Cooking oil (vegetable),L,288.37,KES,Sample Data
2021-07-01,Kenya,Kisumu,Cooking oil (vegetable),L,306.83,KES,Sample Data
2021-07-01,Kenya,Nakuru,Cooking oil (vegetable),L,300.3,KES,Sample Data
2021-07-01,Kenya,Eldoret,Cooking oil (vegetable),L,312.79,KES,Sample Data
2021-07-01,Kenya,Nairobi,Milk (fresh),L,64.46,KES,Sample Data
2021-07-01,Kenya,Mombasa,Milk (fresh),L,63.58,KES,Sample Data
2021-07-01,Kenya,Kisumu,Milk (fresh),L,63.92,KES,Sample Data
2021-07-01,Kenya,Nakuru,Milk (fresh),L,64.83,KES,Sample Data
2021-07-01,Kenya,Eldoret,Milk (fresh),L,66.41,KES,Sample Data
2021-07-01,Kenya,Nairobi,Eggs,Piece,16.53,KES,Sample Data
2021-07-01,Kenya,Mombasa,Eggs,Piece,15.3,KES,Sample Data
2021-07-01,Kenya,Kisumu,Eggs,Piece,15.34,KES,Sample Data
2021-07-01,Kenya,Nakuru,Eggs,Piece,16.83,KES,Sample Data
2021-07-01,Kenya,Eldoret,Eggs,Piece,16.85,KES,Sample Data
2021-08-01,Kenya,Nairobi,Maize (white),KG,49.22,KES,Sample Data
2021-08-01,Kenya,Mombasa,Maize (white),KG,45.1,KES,Sample Data
2021-08-01,Kenya,Kisumu,Maize (white),KG,45.86,KES,Sample Data
2021-08-01,Kenya,Nakuru,Maize (white),KG,46.14,KES,Sample Data
2021-08-01,Kenya,Eldoret,Maize (white),KG,47.31,KES,Sample Data
2021-08-01,Kenya,Nairobi,Rice,KG,127.08,KES,Sample Data
2021-08-01,Kenya,Mombasa,Rice,KG,122.45,KES,Sample Data
2021-08-01,Kenya,Kisumu,Rice,KG,120.51,KES,Sample Data
2021-08-01,Kenya,Nakuru,Rice,KG,127.99,KES,Sample Data
2021-08-01,Kenya,Eldoret,Rice,KG,125.94,KES,Sample Data
2021-08-01,Kenya,Nairobi,Wheat flour,KG,55.07,KES,Sample Data
2021-08-01,Kenya,Mombasa,Wheat flour,KG,56.04,KES,Sample Data
2021-08-01,Kenya,Kisumu,Wheat flour,KG,57.46,KES,Sample Data
2021-08-01,Kenya,Nakuru,Wheat flour,KG,57.89,KES,Sample Data
2021-08-01,Kenya,Eldoret,Wheat flour,KG,58.36,KES,Sample Data
2021-08-01,Kenya,Nairobi,Beans (dry),KG,116.46,KES,Sample Data
2021-08-01,Kenya,Mombasa,Beans (dry),KG,120.08,KES,Sample Data
2021-08-01,Kenya,Kisumu,Beans (dry),KG,111.65,KES,Sample Data
2021-08-01,Kenya,Nakuru,Beans (dry),KG,114.02,KES,Sample Data
2021-08-01,Kenya,Eldoret,Beans (dry),KG,120.3,KES,Sample Data
2021-08-01,Kenya,Nairobi,Sugar,KG,132.26,KES,Sample Data
2021-08-01,Kenya,Mombasa,Sugar,KG,132.66,KES,Sample Data
2021-08-01,Kenya,Kisumu,Sugar,KG,134.92,KES,Sample Data
2021-08-01,Kenya,Nakuru,Sugar,KG,130.02,KES,Sample Data
2021-08-01,Kenya,Eldoret,Sugar,KG,135.36,KES,Sample Data
2021-08-01,Kenya,Nairobi,Cooking oil (vegetable),L,282.46,KES,Sample Data
2021-08-01,Kenya,Mombasa,Cooking oil (vegetable),L,304.87,KES,Sample Data
2021-08-01,Kenya,Kisumu,Cooking oil (vegetable),L,280.62,KES,Sample Data
2021-08-01,Kenya,Nakuru,Cooking oil (vegetable),L,297.38,KES,Sample Data
2021-08-01,Kenya,Eldoret,Cooking oil (vegetable),L,294.58,KES,Sample Data
2021-08-01,Kenya,Nairobi,Milk (fresh),L,62.08,KES,Sample Data
2021-08-01,Kenya,Mombasa,Milk (fresh),L,62.78,KES,Sample Data
2021-08-01,Kenya,Kisumu,Milk (fresh),L,60.21,KES,Sample Data
2021-08-01,Kenya,Nakuru,Milk (fresh),L,62.14,KES,Sample Data
2021-08-01,Kenya,Eldoret,Milk (fresh),L,64.27,KES,Sample Data
2021-08-01,Kenya,Nairobi,Eggs,Piece,16.55,KES,Sample Data
2021-08-01,Kenya,Mombasa,Eggs,Piece,15.05,KES,Sample Data
2021-08-01,Kenya,Kisumu,Eggs,Piece,15.84,KES,Sample Data
2021-08-01,Kenya,Nakuru,Eggs,Piece,15.0,KES,Sample Data
2021-08-01,Kenya,Eldoret,Eggs,Piece,16.34,KES,Sample Data
2021-09-01,Kenya,Nairobi,Maize (white),KG,45.92,KES,Sample Data
2021-09-01,Kenya,Mombasa,Maize (white),KG,46.08,KES,Sample Data
2021-09-01,Kenya,Kisumu,Maize (white),KG,46.89,KES,Sample Data
2021-09-01,Kenya,Nakuru,Maize (white),KG,48.27,KES,Sample Data
2021-09-01,Kenya,Eldoret,Maize (white),KG,47.0,KES,Sample Data
2021-09-01,Kenya,Nairobi,Rice,KG,126.94,KES,Sample Data
2021-09-01,Kenya,Mombasa,Rice,KG,122.39,KES,Sample Data
2021-09-01,Kenya,Kisumu,Rice,KG,127.08,KES,Sample Data
2021-09-01,Kenya,Nakuru,Rice,KG,127.12,KES,Sample Data
2021-09-01,Kenya,Eldoret,Rice,KG,127.97,KES,Sample Data
2021-09-01,Kenya,Nairobi,Wheat flour,KG,54.45,KES,Sample Data
2021-09-01,Kenya,Mombasa,Wheat flour,KG,60.09,KES,Sample Data
2021-09-01,Kenya,Kisumu,Wheat flour,KG,58.35,KES,Sample Data
2021-09-01,Kenya,Nakuru,Wheat flour,KG,57.42,KES,Sample Data
2021-09-01,Kenya,Eldoret,Wheat flour,KG,56.9,KES,Sample Data
2021-09-01,Kenya,Nairobi,Beans (dry),KG,112.44,KES,Sample Data
2021-09-01,Kenya,Mombasa,Beans (dry),KG,118.17,KES,Sample Data
2021-09-01,Kenya,Kisumu,Beans (dry),KG,110.93,KES,Sample Data
2021-09-01,Kenya,Nakuru,Beans (dry),KG,110.09,KES,Sample Data
2021-09-01,Kenya,Eldoret,Beans (dry),KG,120.02,KES,Sample Data
2021-09-01,Kenya,Nairobi,Sugar,KG,140.29,KES,Sample Data
2021-09-01,Kenya,Mombasa,Sugar,KG,137.04,KES,Sample Data
2021-09-01,Kenya,Kisumu,Sugar,KG,138.83,KES,Sample Data
2021-09-01,Kenya,Nakuru,Sugar,KG,139.85,KES,Sample Data
2021-09-01,Kenya,Eldoret,Sugar,KG,138.38,KES,Sample Data
2021-09-01,Kenya,Nairobi,Cooking oil (vegetable),L,285.21,KES,Sample Data
2021-09-01,Kenya,Mombasa,Cooking oil (vegetable),L,286.84,KES,Sample Data
2021-09-01,Kenya,Kisumu,Cooking oil (vegetable),L,304.57,KES,Sample Data
2021-09-01,Kenya,Nakuru,Cooking oil (vegetable),L,284.96,KES,Sample Data
2021-09-01,Kenya,Eldoret,Cooking oil (vegetable),L,289.53,KES,Sample Data
2021-09-01,Kenya,Nairobi,Milk (fresh),L,62.51,KES,Sample Data
2021-09-01,Kenya,Mombasa,Milk (fresh),L,62.38,KES,Sample Data
2021-09-01,Kenya,Kisumu,Milk (fresh),L,64.92,KES,Sample Data
2021-09-01,Kenya,Nakuru,Milk (fresh),L,65.26,KES,Sample Data
2021-09-01,Kenya,Eldoret,Milk (fresh),L,64.49,KES,Sample Data
2021-09-01,Kenya,Nairobi,Eggs,Piece,16.24,KES,Sample Data
2021-09-01,Kenya,Mombasa,Eggs,Piece,16.14,KES,Sample Data
2021-09-01,Kenya,Kisumu,Eggs,Piece,15.26,KES,Sample Data
2021-09-01,Kenya,Nakuru,Eggs,Piece,15.44,KES,Sample Data
2021-09-01,Kenya,Eldoret,Eggs,Piece,15.92,KES,Sample Data
2021-10-01,Kenya,Nairobi,Maize (white),KG,50.12,KES,Sample Data
2021-10-01,Kenya,Mombasa,Maize (white),KG,49.39,KES,Sample Data
2021-10-01,Kenya,Kisumu,Maize (white),KG,49.5,KES,Sample Data
2021-10-01,Kenya,Nakuru,Maize (white),KG,47.63,KES,Sample Data
2021-10-01,Kenya,Eldoret,Maize (white),KG,49.08,KES,Sample Data
2021-10-01,Kenya,Nairobi,Rice,KG,127.24,KES,Sample Data
2021-10-01,Kenya,Mombasa,Rice,KG,122.39,KES,Sample Data
2021-10-01,Kenya,Kisumu,Rice,KG,121.34,KES,Sample Data
2021-10-01,Kenya,Nakuru,Rice,KG,122.43,KES,Sample Data
2021-10-01,Kenya,Eldoret,Rice,KG,127.92,KES,Sample Data
2021-10-01,Kenya,Nairobi,Wheat flour,KG,57.86,KES,Sample Data
2021-10-01,Kenya,Mombasa,Wheat flour,KG,58.34,KES,Sample Data
2021-10-01,Kenya,Kisumu,Wheat flour,KG,55.83,KES,Sample Data
2021-10-01,Kenya,Nakuru,Wheat flour,KG,56.49,KES,Sample Data
2021-10-01,Kenya,Eldoret,Wheat flour,KG,59.26,KES,Sample Data
2021-10-01,Kenya,Nairobi,Beans (dry),KG,111.27,KES,Sample Data
2021-10-01,Kenya,Mombasa,Beans (dry),KG,116.09,KES,Sample Data
2021-10-01,Kenya,Kisumu,Beans (dry),KG,122.57,KES,Sample Data
2021-10-01,Kenya,Nakuru,Beans (dry),KG,118.96,KES,Sample Data
2021-10-01,Kenya,Eldoret,Beans (dry),KG,113.16,KES,Sample Data
2021-10-01,Kenya,Nairobi,Sugar,KG,132.37,KES,Sample Data
2021-10-01,Kenya,Mombasa,Sugar,KG,131.98,KES,Sample Data
2021-10-01,Kenya,Kisumu,Sugar,KG,131.16,KES,Sample Data
2021-10-01,Kenya,Nakuru,Sugar,KG,145.22,KES,Sample Data
2021-10-01,Kenya,Eldoret,Sugar,KG,139.58,KES,Sample Data
2021-10-01,Kenya,Nairobi,Cooking oil (vegetable),L,300.72,KES,Sample Data
2021-10-01,Kenya,Mombasa,Cooking oil (vegetable),L,294.44,KES,Sample Data
2021-10-01,Kenya,Kisumu,Cooking oil (vegetable),L,308.77,KES,Sample Data
2021-10-01,Kenya,Nakuru,Cooking oil (vegetable),L,287.06,KES,Sample Data
2021-10-01,Kenya,Eldoret,Cooking oil (vegetable),L,294.1,KES,Sample Data
2021-10-01,Kenya,Nairobi,Milk (fresh),L,65.26,KES,Sample Data
2021-10-01,Kenya,Mombasa,Milk (fresh),L,60.15,KES,Sample Data
2021-10-01,Kenya,Kisumu,Milk (fresh),L,63.48,KES,Sample Data
2021-10-01,Kenya,Nakuru,Milk (fresh),L,62.03,KES,Sample Data
2021-10-01,Kenya,Eldoret,Milk (fresh),L,61.04,KES,Sample Data
2021-10-01,Kenya,Nairobi,Eggs,Piece,15.41,KES,Sample Data
2021-10-01,Kenya,Mombasa,Eggs,Piece,15.48,KES,Sample Data
2021-10-01,Kenya,Kisumu,Eggs,Piece,16.44,KES,Sample Data
2021-10-01,Kenya,Nakuru,Eggs,Piece,15.88,KES,Sample Data
2021-10-01,Kenya,Eldoret,Eggs,Piece,15.98,KES,Sample Data
2021-11-01,Kenya,Nairobi,Maize (white),KG,51.43,KES,Sample Data
2021-11-01,Kenya,Mombasa,Maize (white),KG,49.59,KES,Sample Data
2021-11-01,Kenya,Kisumu,Maize (white),KG,48.77,KES,Sample Data
2021-11-01,Kenya,Nakuru,Maize (white),KG,49.52,KES,Sample Data
2021-11-01,Kenya,Eldoret,Maize (white),KG,49.11,KES,Sample Data
2021-11-01,Kenya,Nairobi,Rice,KG,136.33,KES,Sample Data
2021-11-01,Kenya,Mombasa,Rice,KG,138.95,KES,Sample Data
2021-11-01,Kenya,Kisumu,Rice,KG,129.77,KES,Sample Data
2021-11-01,Kenya,Nakuru,Rice,KG,131.52,KES,Sample Data
2021-11-01,Kenya,Eldoret,Rice,KG,137.0,KES,Sample Data
2021-11-01,Kenya,Nairobi,Wheat flour,KG,63.11,KES,Sample Data
2021-11-01,Kenya,Mombasa,Wheat flour,KG,61.55,KES,Sample Data
2021-11-01,Kenya,Kisumu,Wheat flour,KG,63.23,KES,Sample Data
2021-11-01,Kenya,Nakuru,Wheat flour,KG,61.42,KES,Sample Data
2021-11-01,Kenya,Eldoret,Wheat flour,KG,60.8,KES,Sample Data
2021-11-01,Kenya,Nairobi,Beans (dry),KG,124.27,KES,Sample Data
2021-11-01,Kenya,Mombasa,Beans (dry),KG,123.66,KES,Sample Data
2021-11-01,Kenya,Kisumu,Beans (dry),KG,116.34,KES,Sample Data
2021-11-01,Kenya,Nakuru,Beans (dry),KG,115.82,KES,Sample Data
2021-11-01,Kenya,Eldoret,Beans (dry),KG,115.44,KES,Sample Data
2021-11-01,Kenya,Nairobi,Sugar,KG,147.16,KES,Sample Data
2021-11-01,Kenya,Mombasa,Sugar,KG,140.43,KES,Sample Data
2021-11-01,Kenya,Kisumu,Sugar,KG,147.49,KES,Sample Data
2021-11-01,Kenya,Nakuru,Sugar,KG,138.64,KES,Sample Data
2021-11-01,Kenya,Eldoret,Sugar,KG,137.61,KES,Sample Data
2021-11-01,Kenya,Nairobi,Cooking oil (vegetable),L,317.61,KES,Sample Data
2021-11-01,Kenya,Mombasa,Cooking oil (vegetable),L,293.83,KES,Sample Data
2021-11-01,Kenya,Kisumu,Cooking oil (vegetable),L,323.41,KES,Sample Data
2021-11-01,Kenya,Nakuru,Cooking oil (vegetable),L,317.45,KES,Sample Data
2021-11-01,Kenya,Eldoret,Cooking oil (vegetable),L,305.07,KES,Sample Data
2021-11-01,Kenya,Nairobi,Milk (fresh),L,63.66,KES,Sample Data
2021-11-01,Kenya,Mombasa,Milk (fresh),L,68.12,KES,Sample Data
2021-11-01,Kenya,Kisumu,Milk (fresh),L,66.41,KES,Sample Data
2021-11-01,Kenya,Nakuru,Milk (fresh),L,69.29,KES,Sample Data
2021-11-01,Kenya,Eldoret,Milk (fresh),L,64.72,KES,Sample Data
2021-11-01,Kenya,Nairobi,Eggs,Piece,16.73,KES,Sample Data
2021-11-01,Kenya,Mombasa,Eggs,Piece,16.98,KES,Sample Data
2021-11-01,Kenya,Kisumu,Eggs,Piece,16.83,KES,Sample Data
2021-11-01,Kenya,Nakuru,Eggs,Piece,16.28,KES,Sample Data
2021-11-01,Kenya,Eldoret,Eggs,Piece,16.05,KES,Sample Data
2021-12-01,Kenya,Nairobi,Maize (white),KG,51.85,KES,Sample Data
2021-12-01,Kenya,Mombasa,Maize (white),KG,52.79,KES,Sample Data
2021-12-01,Kenya,Kisumu,Maize (white),KG,50.79,KES,Sample Data
2021-12-01,Kenya,Nakuru,Maize (white),KG,50.68,KES,Sample Data
2021-12-01,Kenya,Eldoret,Maize (white),KG,52.99,KES,Sample Data
2021-12-01,Kenya,Nairobi,Rice,KG,143.5,KES,Sample Data
2021-12-01,Kenya,Mombasa,Rice,KG,144.2,KES,Sample Data
2021-12-01,Kenya,Kisumu,Rice,KG,135.61,KES,Sample Data
2021-12-01,Kenya,Nakuru,Rice,KG,138.64,KES,Sample Data
2021-12-01,Kenya,Eldoret,Rice,KG,142.49,KES,Sample Data
2021-12-01,Kenya,Nairobi,Wheat flour,KG,64.82,KES,Sample Data
2021-12-01,Kenya,Mombasa,Wheat flour,KG,64.08,KES,Sample Data
2021-12-01,Kenya,Kisumu,Wheat flour,KG,66.73,KES,Sample Data
2021-12-01,Kenya,Nakuru,Wheat flour,KG,61.76,KES,Sample Data
2021-12-01,Kenya,Eldoret,Wheat flour,KG,65.19,KES,Sample Data
2021-12-01,Kenya,Nairobi,Beans (dry),KG,123.83,KES,Sample Data
2021-12-01,Kenya,Mombasa,Beans (dry),KG,131.95,KES,Sample Data
2021-12-01,Kenya,Kisumu,Beans (dry),KG,128.15,KES,Sample Data
2021-12-01,Kenya,Nakuru,Beans (dry),KG,127.71,KES,Sample Data
2021-12-01,Kenya,Eldoret,Beans (dry),KG,128.41,KES,Sample Data
2021-12-01,Kenya,Nairobi,Sugar,KG,156.54,KES,Sample Data
2021-12-01,Kenya,Mombasa,Sugar,KG,154.79,KES,Sample Data
2021-12-01,Kenya,Kisumu,Sugar,KG,150.24,KES,Sample Data
2021-12-01,Kenya,Nakuru,Sugar,KG,147.17,KES,Sample Data
2021-12-01,Kenya,Eldoret,Sugar,KG,158.38,KES,Sample Data
2021-12-01,Kenya,Nairobi,Cooking oil (vegetable),L,321.73,KES,Sample Data
2021-12-01,Kenya,Mombasa,Cooking oil (vegetable),L,314.9,KES,Sample Data
2021-12-01,Kenya,Kisumu,Cooking oil (vegetable),L,332.41,KES,Sample Data
2021-12-01,Kenya,Nakuru,Cooking oil (vegetable),L,314.55,KES,Sample Data
2021-12-01,Kenya,Eldoret,Cooking oil (vegetable),L,333.88,KES,Sample Data
2021-12-01,Kenya,Nairobi,Milk (fresh),L,66.14,KES,Sample Data
2021-12-01,Kenya,Mombasa,Milk (fresh),L,66.28,KES,Sample Data
2021-12-01,Kenya,Kisumu,Milk (fresh),L,67.48,KES,Sample Data
2021-12-01,Kenya,Nakuru,Milk (fresh),L,68.64,KES,Sample Data
2021-12-01,Kenya,Eldoret,Milk (fresh),L,67.2,KES,Sample Data
2021-12-01,Kenya,Nairobi,Eggs,Piece,18.04,KES,Sample Data
2021-12-01,Kenya,Mombasa,Eggs,Piece,17.16,KES,Sample Data
2021-12-01,Kenya,Kisumu,Eggs,Piece,17.78,KES,Sample Data
2021-12-01,Kenya,Nakuru,Eggs,Piece,17.57,KES,Sample Data
2021-12-01,Kenya,Eldoret,Eggs,Piece,17.25,KES,Sample Data
2022-01-01,Kenya,Nairobi,Maize (white),KG,52.09,KES,Sample Data
2022-01-01,Kenya,Mombasa,Maize (white),KG,53.98,KES,Sample Data
2022-01-01,Kenya,Kisumu,Maize (white),KG,52.55,KES,Sample Data
2022-01-01,Kenya,Nakuru,Maize (white),KG,54.65,KES,Sample Data
2022-01-01,Kenya,Eldoret,Maize (white),KG,52.43,KES,Sample Data
2022-01-01,Kenya,Nairobi,Rice,KG,146.87,KES,Sample Data
2022-01-01,Kenya,Mombasa,Rice,KG,147.46,KES,Sample Data
2022-01-01,Kenya,Kisumu,Rice,KG,150.35,KES,Sample Data
2022-01-01,Kenya,Nakuru,Rice,KG,150.45,KES,Sample Data
2022-01-01,Kenya,Eldoret,Rice,KG,140.08,KES,Sample Data
2022-01-01,Kenya,Nairobi,Wheat flour,KG,65.9,KES,Sample Data
2022-01-01,Kenya,Mombasa,Wheat flour,KG,68.29,KES,Sample Data
2022-01-01,Kenya,Kisumu,Wheat flour,KG,67.03,KES,Sample Data
2022-01-01,Kenya,Nakuru,Wheat flour,KG,64.67,KES,Sample Data
2022-01-01,Kenya,Eldoret,Wheat flour,KG,66.5,KES,Sample Data
2022-01-01,Kenya,Nairobi,Beans (dry),KG,130.4,KES,Sample Data
2022-01-01,Kenya,Mombasa,Beans (dry),KG,136.89,KES,Sample Data
2022-01-01,Kenya,Kisumu,Beans (dry),KG,139.67,KES,Sample Data
2022-01-01,Kenya,Nakuru,Beans (dry),KG,132.81,KES,Sample Data
2022-01-01,Kenya,Eldoret,Beans (dry),KG,137.55,KES,Sample Data
2022-01-01,Kenya,Nairobi,Sugar,KG,156.85,KES,Sample Data
2022-01-01,Kenya,Mombasa,Sugar,KG,156.34,KES,Sample Data
2022-01-01,Kenya,Kisumu,Sugar,KG,159.51,KES,Sample Data
2022-01-01,Kenya,Nakuru,Sugar,KG,156.14,KES,Sample Data
2022-01-01,Kenya,Eldoret,Sugar,KG,151.1,KES,Sample Data
2022-01-01,Kenya,Nairobi,Cooking oil (vegetable),L,350.99,KES,Sample Data
2022-01-01,Kenya,Mombasa,Cooking oil (vegetable),L,341.24,KES,Sample Data
2022-01-01,Kenya,Kisumu,Cooking oil (vegetable),L,354.77,KES,Sample Data
2022-01-01,Kenya,Nakuru,Cooking oil (vegetable),L,338.42,KES,Sample Data
2022-01-01,Kenya,Eldoret,Cooking oil (vegetable),L,352.25,KES,Sample Data
2022-01-01,Kenya,Nairobi,Milk (fresh),L,75.05,KES,Sample Data
2022-01-01,Kenya,Mombasa,Milk (fresh),L,72.88,KES,Sample Data
2022-01-01,Kenya,Kisumu,Milk (fresh),L,70.17,KES,Sample Data
2022-01-01,Kenya,Nakuru,Milk (fresh),L,72.97,KES,Sample Data
2022-01-01,Kenya,Eldoret,Milk (fresh),L,74.6,KES,Sample Data
2022-01-01,Kenya,Nairobi,Eggs,Piece,17.64,KES,Sample Data
2022-01-01,Kenya,Mombasa,Eggs,Piece,17.6,KES,Sample Data
2022-01-01,Kenya,Kisumu,Eggs,Piece,18.53,KES,Sample Data
2022-01-01,Kenya,Nakuru,Eggs,Piece,17.46,KES,Sample Data
2022-01-01,Kenya,Eldoret,Eggs,Piece,17.89,KES,Sample Data
2022-02-01,Kenya,Nairobi,Maize (white),KG,55.39,KES,Sample Data
2022-02-01,Kenya,Mombasa,Maize (white),KG,55.32,KES,Sample Data
2022-02-01,Kenya,Kisumu,Maize (white),KG,58.04,KES,Sample Data
2022-02-01,Kenya,Nakuru,Maize (white),KG,58.15,KES,Sample Data
2022-02-01,Kenya,Eldoret,Maize (white),KG,56.63,KES,Sample Data
2022-02-01,Kenya,Nairobi,Rice,KG,145.32,KES,Sample Data
2022-02-01,Kenya,Mombasa,Rice,KG,145.91,KES,Sample Data
2022-02-01,Kenya,Kisumu,Rice,KG,149.94,KES,Sample Data
2022-02-01,Kenya,Nakuru,Rice,KG,156.74,KES,Sample Data
2022-02-01,Kenya,Eldoret,Rice,KG,153.39,KES,Sample Data
2022-02-01,Kenya,Nairobi,Wheat flour,KG,69.7,KES,Sample Data
2022-02-01,Kenya,Mombasa,Wheat flour,KG,66.28,KES,Sample Data
2022-02-01,Kenya,Kisumu,Wheat flour,KG,67.76,KES,Sample Data
2022-02-01,Kenya,Nakuru,Wheat flour,KG,72.47,KES,Sample Data
2022-02-01,Kenya,Eldoret,Wheat flour,KG,70.27,KES,Sample Data
2022-02-01,Kenya,Nairobi,Beans (dry),KG,139.41,KES,Sample Data
2022-02-01,Kenya,Mombasa,Beans (dry),KG,144.66,KES,Sample Data
2022-02-01,Kenya,Kisumu,Beans (dry),KG,136.63,KES,Sample Data
2022-02-01,Kenya,Nakuru,Beans (dry),KG,134.27,KES,Sample Data
2022-02-01,Kenya,Eldoret,Beans (dry),KG,135.47,KES,Sample Data
2022-02-01,Kenya,Nairobi,Sugar,KG,164.76,KES,Sample Data
2022-02-01,Kenya,Mombasa,Sugar,KG,157.9,KES,Sample Data
2022-02-01,Kenya,Kisumu,Sugar,KG,167.31,KES,Sample Data
2022-02-01,Kenya,Nakuru,Sugar,KG,166.82,KES,Sample Data
2022-02-01,Kenya,Eldoret,Sugar,KG,157.38,KES,Sample Data
2022-02-01,Kenya,Nairobi,Cooking oil (vegetable),L,352.28,KES,Sample Data
2022-02-01,Kenya,Mombasa,Cooking oil (vegetable),L,366.94,KES,Sample Data
2022-02-01,Kenya,Kisumu,Cooking oil (vegetable),L,358.53,KES,Sample Data
2022-02-01,Kenya,Nakuru,Cooking oil (vegetable),L,349.89,KES,Sample Data
2022-02-01,Kenya,Eldoret,Cooking oil (vegetable),L,354.3,KES,Sample Data
